AppRating,AppReviews,AppSize,NumberOfInstallations,CurrentAndroidVersion,,,,,,,,
3.40,5.00,14.00,500.00,4.10,,,,,,,,
4.80,125.00,4.70,5000.00,4.00,,,,,,,,
4.70,791.00,3.70,10000.00,4.00,,,,,,,,
4.80,110.00,4.90,10000.00,4.00,,,,,,,,
4.80,5323.00,3.50,50000.00,4.00,,,,,,,,
4.70,478.00,4.50,10000.00,4.00,,,,,,,,
3.50,69.00,36.00,5000.00,4.40,,,,,,,,
4.70,158.00,4.50,10000.00,4.00,,,,,,,,
3.80,24.00,19.00,1000.00,4.00,,,,,,,,
2.90,53.00,14.00,10000.00,4.10,,,,,,,,
4.50,182986.00,77.00,5000000.00,4.10,,,,,,,,
3.30,1157.00,21.00,100000.00,4.20,,,,,,,,
4.10,97699.00,7.90,1000000.00,4.00,,,,,,,,
4.60,181893.00,18.00,10000000.00,4.10,,,,,,,,
4.70,2544.00,18.00,100000.00,4.00,,,,,,,,
4.60,85375.00,21.00,5000000.00,4.10,,,,,,,,
4.70,314299.00,3.30,10000000.00,4.00,,,,,,,,
4.50,9770.00,39.00,5000000.00,4.00,,,,,,,,
4.70,32346.00,3.20,1000000.00,4.00,,,,,,,,
4.80,4075.00,5.10,500000.00,4.00,,,,,,,,
4.60,10611.00,11.00,500000.00,4.00,,,,,,,,
4.60,9321.00,27.00,1000000.00,4.00,,,,,,,,
4.60,56065.00,37.00,1000000.00,4.10,,,,,,,,
4.90,133136.00,26.00,1000000.00,4.20,,,,,,,,
4.40,390.00,41.00,500000.00,4.00,,,,,,,,
4.40,1090.00,49.00,1000000.00,4.00,,,,,,,,
4.30,266948.00,21.00,10000000.00,4.40,,,,,,,,
4.50,342918.00,8.10,10000000.00,4.00,,,,,,,,
4.40,748.00,51.00,1000000.00,2.30,,,,,,,,
4.60,172640.00,14.00,5000000.00,4.10,,,,,,,,
3.90,61.00,18.00,50000.00,5.00,,,,,,,,
4.40,1619.00,3.00,1000000.00,1.60,,,,,,,,
4.30,3168.00,19.00,1000000.00,4.40,,,,,,,,
4.20,6736.00,22.00,1000000.00,4.00,,,,,,,,
4.40,7005.00,6.90,1000000.00,2.30,,,,,,,,
4.00,889.00,7.40,500000.00,4.20,,,,,,,,
4.20,5741.00,84.00,1000000.00,4.40,,,,,,,,
3.80,27572.00,25.00,5000000.00,2.30,,,,,,,,
4.50,10852.00,18.00,1000000.00,4.10,,,,,,,,
4.50,1929.00,2.50,500000.00,2.30,,,,,,,,
4.30,1516.00,3.90,100000.00,4.10,,,,,,,,
4.30,423.00,21.00,100000.00,4.00,,,,,,,,
4.70,254519.00,27.00,5000000.00,4.10,,,,,,,,
4.60,85375.00,21.00,5000000.00,4.10,,,,,,,,
4.60,181893.00,18.00,10000000.00,4.10,,,,,,,,
4.50,99020.00,18.00,1000000.00,5.00,,,,,,,,
4.60,32381.00,10.00,1000000.00,4.10,,,,,,,,
4.40,56897.00,97.00,1000000.00,4.10,,,,,,,,
4.20,8599.00,17.00,1000000.00,4.10,,,,,,,,
4.00,304.00,2.00,10000.00,4.00,,,,,,,,
4.10,358.00,1.90,50000.00,2.30,,,,,,,,
4.30,11904.00,1.80,1000000.00,2.30,,,,,,,,
4.30,22251.00,1.80,1000000.00,2.30,,,,,,,,
4.30,22384.00,17.00,1000000.00,5.00,,,,,,,,
4.50,99020.00,18.00,1000000.00,5.00,,,,,,,,
4.60,73404.00,5.30,1000000.00,4.00,,,,,,,,
4.60,25183.00,5.40,1000000.00,4.00,,,,,,,,
4.70,52743.00,5.40,1000000.00,4.00,,,,,,,,
4.70,61749.00,5.40,1000000.00,4.00,,,,,,,,
4.30,55704.00,15.00,1000000.00,4.10,,,,,,,,
4.70,19277.00,5.30,1000000.00,4.00,,,,,,,,
4.60,13612.00,48.00,100000.00,4.40,,,,,,,,
4.60,37862.00,5.40,1000000.00,4.10,,,,,,,,
4.60,18372.00,47.00,100000.00,4.40,,,,,,,,
4.30,656.00,0.56,10000.00,2.20,,,,,,,,
4.20,240.00,29.00,10000.00,2.20,,,,,,,,
4.00,275.00,2.30,50000.00,2.10,,,,,,,,
4.20,3692.00,4.40,100000.00,2.20,,,,,,,,
4.10,2363.00,6.60,100000.00,4.00,,,,,,,,
4.00,430.00,0.53,10000.00,2.10,,,,,,,,
4.50,756.00,12.00,100000.00,4.10,,,,,,,,
4.00,316.00,29.00,50000.00,4.00,,,,,,,,
4.60,85375.00,21.00,5000000.00,4.10,,,,,,,,
4.60,181893.00,18.00,10000000.00,4.10,,,,,,,,
4.50,99020.00,18.00,1000000.00,5.00,,,,,,,,
4.30,22384.00,17.00,1000000.00,5.00,,,,,,,,
4.60,32380.00,10.00,1000000.00,4.10,,,,,,,,
4.50,172505.00,76.00,5000000.00,5.00,,,,,,,,
4.20,8599.00,17.00,1000000.00,4.10,,,,,,,,
4.60,7973.00,18.00,1000000.00,4.40,,,,,,,,
4.30,266935.00,21.00,10000000.00,4.40,,,,,,,,
4.70,142632.00,6.90,5000000.00,4.10,,,,,,,,
4.40,55256.00,14.00,5000000.00,4.00,,,,,,,,
4.50,172508.00,76.00,5000000.00,5.00,,,,,,,,
4.40,54798.00,11.00,1000000.00,4.40,,,,,,,,
4.00,4815.00,19.00,500000.00,4.20,,,,,,,,
4.60,75112.00,6.50,1000000.00,4.10,,,,,,,,
4.40,33646.00,7.00,1000000.00,4.00,,,,,,,,
4.70,314300.00,3.30,10000000.00,4.00,,,,,,,,
4.30,206527.00,21.00,10000000.00,5.00,,,,,,,,
4.20,3816.00,2.60,500000.00,2.30,,,,,,,,
4.30,47847.00,21.00,1000000.00,4.00,,,,,,,,
4.30,16195.00,5.20,1000000.00,4.00,,,,,,,,
4.30,206.00,18.00,50000.00,2.30,,,,,,,,
4.20,3241.00,16.00,100000.00,4.00,,,,,,,,
4.00,835.00,15.00,100000.00,2.30,,,,,,,,
4.00,2525.00,1.20,100000.00,4.00,,,,,,,,
4.10,200058.00,18.00,10000000.00,4.00,,,,,,,,
3.90,1239.00,1.80,100000.00,3.20,,,,,,,,
4.10,702.00,7.60,10000.00,4.40,,,,,,,,
4.40,148550.00,59.00,10000000.00,4.10,,,,,,,,
4.00,3847.00,6.90,500000.00,3.00,,,,,,,,
4.40,55256.00,14.00,5000000.00,4.00,,,,,,,,
4.40,84309.00,41.00,5000000.00,4.10,,,,,,,,
4.00,4815.00,19.00,500000.00,4.20,,,,,,,,
4.50,172508.00,76.00,5000000.00,5.00,,,,,,,,
4.30,266948.00,21.00,10000000.00,4.40,,,,,,,,
4.50,14206.00,21.00,500000.00,3.00,,,,,,,,
4.30,206532.00,21.00,10000000.00,5.00,,,,,,,,
4.30,14700.00,21.00,1000000.00,4.40,,,,,,,,
4.60,37862.00,5.40,1000000.00,4.10,,,,,,,,
3.50,1405.00,7.30,100000.00,4.00,,,,,,,,
4.40,148549.00,59.00,10000000.00,4.10,,,,,,,,
4.40,84311.00,41.00,5000000.00,4.10,,,,,,,,
4.30,206532.00,21.00,10000000.00,5.00,,,,,,,,
4.50,172508.00,76.00,5000000.00,5.00,,,,,,,,
4.80,256079.00,7.60,1000000.00,4.00,,,,,,,,
4.10,16103.00,13.00,1000000.00,4.10,,,,,,,,
4.90,11.00,63.00,1000.00,4.00,,,,,,,,
4.70,21.00,44.00,1000.00,4.10,,,,,,,,
4.70,31085.00,24.00,500000.00,4.40,,,,,,,,
4.70,3528.00,24.00,100000.00,4.40,,,,,,,,
4.00,11656.00,4.50,1000000.00,4.00,,,,,,,,
4.30,296771.00,11.00,10000000.00,4.10,,,,,,,,
3.50,10939.00,4.60,10000000.00,5.00,,,,,,,,
4.60,22508.00,3.30,10000000.00,4.20,,,,,,,,
4.20,10291.00,6.50,5000000.00,4.00,,,,,,,,
3.80,6979.00,12.00,1000000.00,4.00,,,,,,,,
4.30,103078.00,5.60,5000000.00,2.20,,,,,,,,
4.40,17682.00,9.70,1000000.00,4.00,,,,,,,,
4.40,37000.00,15.00,1000000.00,4.10,,,,,,,,
4.40,46916.00,4.50,1000000.00,4.20,,,,,,,,
4.20,32458.00,18.00,5000000.00,4.10,,,,,,,,
4.50,235496.00,13.00,10000000.00,4.10,,,,,,,,
4.70,11661.00,4.00,1000000.00,4.00,,,,,,,,
4.50,653008.00,16.00,10000000.00,4.40,,,,,,,,
4.50,23063.00,17.00,1000000.00,4.10,,,,,,,,
4.10,29690.00,78.00,1000000.00,4.30,,,,,,,,
3.90,2646.00,9.10,100000.00,4.20,,,,,,,,
4.10,21867.00,39.00,1000000.00,5.00,,,,,,,,
4.50,653008.00,16.00,10000000.00,4.40,,,,,,,,
3.60,2639.00,8.50,100000.00,6.00,,,,,,,,
4.30,1511.00,12.00,100000.00,4.10,,,,,,,,
4.30,44550.00,72.00,1000000.00,5.00,,,,,,,,
4.20,2442.00,9.60,100000.00,4.10,,,,,,,,
4.20,155234.00,22.00,1000000.00,4.40,,,,,,,,
4.50,12216.00,13.00,1000000.00,4.10,,,,,,,,
3.80,92058.00,12.00,10000000.00,4.10,,,,,,,,
3.00,493.00,23.00,50000.00,4.40,,,,,,,,
4.10,33387.00,20.00,1000000.00,4.40,,,,,,,,
4.20,123279.00,25.00,10000000.00,4.40,,,,,,,,
4.10,27424.00,17.00,1000000.00,4.40,,,,,,,,
4.00,29706.00,19.00,1000000.00,4.40,,,,,,,,
4.40,288150.00,21.00,5000000.00,4.40,,,,,,,,
4.20,14807.00,19.00,1000000.00,4.40,,,,,,,,
4.00,35928.00,19.00,1000000.00,4.40,,,,,,,,
4.30,64448.00,4.40,1000000.00,4.00,,,,,,,,
3.90,22378.00,19.00,1000000.00,4.40,,,,,,,,
4.30,296829.00,11.00,10000000.00,4.10,,,,,,,,
3.80,92058.00,12.00,10000000.00,4.10,,,,,,,,
4.20,123279.00,25.00,10000000.00,4.40,,,,,,,,
4.40,288150.00,21.00,5000000.00,4.40,,,,,,,,
4.50,16372.00,13.00,500000.00,4.40,,,,,,,,
4.10,58028.00,17.00,5000000.00,4.10,,,,,,,,
4.10,33387.00,20.00,1000000.00,4.40,,,,,,,,
4.50,736864.00,20.00,10000000.00,4.10,,,,,,,,
4.00,29706.00,19.00,1000000.00,4.40,,,,,,,,
4.10,27424.00,17.00,1000000.00,4.40,,,,,,,,
3.60,1968.00,21.00,500000.00,4.40,,,,,,,,
3.80,35279.00,15.00,1000000.00,4.40,,,,,,,,
4.00,35931.00,19.00,1000000.00,4.40,,,,,,,,
4.20,14807.00,19.00,1000000.00,4.40,,,,,,,,
3.70,17247.00,7.20,1000000.00,5.00,,,,,,,,
3.80,87723.00,32.00,10000000.00,4.10,,,,,,,,
3.70,197774.00,44.00,10000000.00,4.40,,,,,,,,
3.90,8674.00,19.00,1000000.00,4.40,,,,,,,,
4.30,296771.00,11.00,10000000.00,4.10,,,,,,,,
4.20,123279.00,25.00,10000000.00,4.40,,,,,,,,
4.50,653008.00,16.00,10000000.00,4.40,,,,,,,,
4.10,33387.00,20.00,1000000.00,4.40,,,,,,,,
4.40,288150.00,21.00,5000000.00,4.40,,,,,,,,
4.10,115033.00,30.00,10000000.00,5.00,,,,,,,,
3.90,801.00,57.00,100000.00,4.30,,,,,,,,
4.00,29706.00,19.00,1000000.00,4.40,,,,,,,,
4.10,27424.00,17.00,1000000.00,4.40,,,,,,,,
3.80,35279.00,15.00,1000000.00,4.40,,,,,,,,
4.00,35931.00,19.00,1000000.00,4.40,,,,,,,,
3.90,22378.00,19.00,1000000.00,4.40,,,,,,,,
4.20,14807.00,19.00,1000000.00,4.40,,,,,,,,
3.70,197774.00,44.00,10000000.00,4.40,,,,,,,,
3.90,8674.00,19.00,1000000.00,4.40,,,,,,,,
4.20,8968.00,35.00,1000000.00,4.40,,,,,,,,
4.30,303.00,44.00,10000.00,4.20,,,,,,,,
4.30,1856.00,20.00,100000.00,6.00,,,,,,,,
4.60,50725.00,19.00,5000000.00,4.00,,,,,,,,
4.20,123279.00,25.00,10000000.00,4.40,,,,,,,,
4.50,1575.00,43.00,100000.00,5.00,,,,,,,,
4.20,23666.00,3.60,1000000.00,4.00,,,,,,,,
4.40,67554.00,7.70,1000000.00,2.20,,,,,,,,
4.20,38769.00,44.00,1000000.00,2.30,,,,,,,,
4.30,160164.00,12.00,10000000.00,5.00,,,,,,,,
4.60,3771.00,53.00,100000.00,4.10,,,,,,,,
4.30,256664.00,77.00,10000000.00,4.00,,,,,,,,
4.00,3782.00,9.50,100000.00,4.00,,,,,,,,
4.50,7074.00,6.30,500000.00,4.10,,,,,,,,
4.50,2153.00,5.90,50000.00,4.10,,,,,,,,
4.00,20611.00,12.00,1000000.00,4.10,,,,,,,,
4.20,811.00,2.80,10000.00,4.00,,,,,,,,
4.40,15558.00,26.00,1000000.00,5.00,,,,,,,,
4.60,573.00,8.70,100000.00,4.20,,,,,,,,
4.60,8232.00,53.00,1000000.00,5.00,,,,,,,,
4.60,3874.00,14.00,100000.00,4.20,,,,,,,,
4.40,464.00,8.90,100000.00,4.10,,,,,,,,
4.60,731.00,11.00,50000.00,4.00,,,,,,,,
4.90,69.00,0.33,1000.00,4.00,,,,,,,,
4.50,8800.00,24.00,1000000.00,5.00,,,,,,,,
4.60,99.00,13.00,10000.00,4.20,,,,,,,,
4.30,456.00,2.80,50000.00,2.20,,,,,,,,
4.30,5839.00,3.50,100000.00,2.20,,,,,,,,
5.00,4.00,61.00,500.00,4.40,,,,,,,,
4.40,663.00,6.00,100000.00,4.10,,,,,,,,
5.00,16.00,2.30,100.00,2.00,,,,,,,,
4.50,1065.00,9.00,100000.00,4.10,,,,,,,,
4.80,12.00,29.00,1000.00,4.20,,,,,,,,
4.40,4298.00,4.40,100000.00,4.00,,,,,,,,
5.00,1.00,21.00,100.00,4.40,,,,,,,,
3.70,100.00,27.00,50000.00,4.00,,,,,,,,
4.10,399.00,24.00,100000.00,5.00,,,,,,,,
4.80,28.00,6.30,1000.00,4.10,,,,,,,,
4.60,7.00,3.80,500.00,4.20,,,,,,,,
3.60,52306.00,42.00,5000000.00,5.00,,,,,,,,
3.80,42644.00,19.00,5000000.00,4.20,,,,,,,,
4.20,278082.00,70.00,10000000.00,4.00,,,,,,,,
4.20,6076.00,32.00,500000.00,4.20,,,,,,,,
4.20,112656.00,93.00,5000000.00,4.10,,,,,,,,
4.20,957973.00,40.00,10000000.00,4.20,,,,,,,,
4.70,167168.00,20.00,1000000.00,4.10,,,,,,,,
4.00,34428.00,15.00,10000000.00,5.00,,,,,,,,
3.60,15247.00,28.00,1000000.00,4.00,,,,,,,,
4.00,48445.00,10.00,5000000.00,4.00,,,,,,,,
4.20,21996.00,14.00,1000000.00,4.00,,,,,,,,
4.00,12073.00,42.00,1000000.00,4.20,,,,,,,,
4.10,111632.00,65.00,1000000.00,4.40,,,,,,,,
4.40,250706.00,37.00,10000000.00,5.00,,,,,,,,
4.50,64959.00,39.00,1000000.00,4.10,,,,,,,,
4.60,510392.00,79.00,10000000.00,5.00,,,,,,,,
4.30,7215.00,18.00,1000000.00,4.00,,,,,,,,
4.50,60449.00,100.00,1000000.00,4.00,,,,,,,,
4.50,381788.00,32.00,10000000.00,4.10,,,,,,,,
3.60,10697.00,46.00,1000000.00,4.10,,,,,,,,
4.10,31804.00,9.80,5000000.00,4.00,,,,,,,,
3.50,3856.00,8.20,1000000.00,4.40,,,,,,,,
4.50,1336246.00,39.00,10000000.00,4.10,,,,,,,,
4.20,257.00,44.00,10000.00,4.40,,,,,,,,
4.20,283.00,5.00,100000.00,5.00,,,,,,,,
4.80,12304.00,21.00,100000.00,5.00,,,,,,,,
4.50,8188.00,22.00,100000.00,4.10,,,,,,,,
4.20,11919.00,23.00,1000000.00,4.40,,,,,,,,
4.40,21570.00,27.00,1000000.00,4.00,,,,,,,,
4.20,283.00,5.00,100000.00,5.00,,,,,,,,
4.60,16961.00,32.00,500000.00,4.10,,,,,,,,
4.60,111254.00,7.40,1000000.00,4.00,,,,,,,,
4.40,7731.00,24.00,100000.00,5.00,,,,,,,,
4.30,5928.00,22.00,500000.00,5.00,,,,,,,,
4.20,6148.00,10.00,1000000.00,4.10,,,,,,,,
3.80,861.00,17.00,100000.00,4.40,,,,,,,,
4.50,8662.00,38.00,100000.00,4.40,,,,,,,,
4.60,23130.00,46.00,1000000.00,4.20,,,,,,,,
4.60,69973.00,3.80,1000000.00,4.00,,,,,,,,
4.70,1311.00,9.30,50000.00,4.40,,,,,,,,
4.60,26587.00,8.40,1000000.00,4.40,,,,,,,,
4.60,2417.00,28.00,100000.00,4.40,,,,,,,,
3.80,1054.00,9.70,100000.00,5.00,,,,,,,,
4.30,25166.00,11.00,1000000.00,4.10,,,,,,,,
4.50,19870.00,7.40,1000000.00,4.00,,,,,,,,
4.60,3596.00,19.00,100000.00,6.00,,,,,,,,
4.60,161440.00,16.00,1000000.00,4.00,,,,,,,,
4.70,7514.00,14.00,100000.00,4.40,,,,,,,,
4.50,46106.00,22.00,1000000.00,4.40,,,,,,,,
4.40,15141.00,25.00,1000000.00,5.00,,,,,,,,
3.90,714.00,3.60,50000.00,2.20,,,,,,,,
4.10,4344.00,4.50,500000.00,4.00,,,,,,,,
4.40,42809.00,23.00,1000000.00,4.10,,,,,,,,
4.40,1922.00,4.20,100000.00,2.30,,,,,,,,
3.90,10658.00,58.00,1000000.00,4.40,,,,,,,,
4.50,78361.00,22.00,1000000.00,4.20,,,,,,,,
4.10,13868.00,1.40,1000000.00,2.10,,,,,,,,
4.60,11066.00,9.10,500000.00,4.00,,,,,,,,
4.50,8188.00,22.00,100000.00,4.10,,,,,,,,
4.30,685.00,21.00,50000.00,4.40,,,,,,,,
4.40,3780.00,11.00,100000.00,5.00,,,,,,,,
4.10,15192.00,38.00,1000000.00,4.10,,,,,,,,
4.40,5950.00,12.00,500000.00,4.10,,,,,,,,
4.20,15993.00,45.00,1000000.00,4.40,,,,,,,,
4.30,5905.00,50.00,500000.00,4.40,,,,,,,,
4.40,7731.00,24.00,100000.00,5.00,,,,,,,,
4.30,14627.00,23.00,1000000.00,4.10,,,,,,,,
3.90,1098.00,46.00,100000.00,4.40,,,,,,,,
4.10,2898.00,45.00,100000.00,4.40,,,,,,,,
4.10,70782.00,50.00,1000000.00,4.00,,,,,,,,
4.20,11264.00,24.00,1000000.00,4.20,,,,,,,,
4.50,100997.00,33.00,5000000.00,5.00,,,,,,,,
4.70,3290.00,12.00,50000.00,5.00,,,,,,,,
4.40,341090.00,53.00,10000000.00,4.40,,,,,,,,
4.60,964.00,14.00,10000.00,5.00,,,,,,,,
4.60,87951.00,68.00,5000000.00,4.10,,,,,,,,
4.40,250719.00,37.00,10000000.00,5.00,,,,,,,,
4.60,510401.00,79.00,10000000.00,5.00,,,,,,,,
4.30,24729.00,32.00,1000000.00,5.00,,,,,,,,
4.00,78306.00,46.00,5000000.00,4.40,,,,,,,,
4.40,43313.00,40.00,1000000.00,4.10,,,,,,,,
4.60,1374549.00,32.00,10000000.00,5.00,,,,,,,,
4.10,6998.00,24.00,1000000.00,5.00,,,,,,,,
3.60,145323.00,42.00,10000000.00,4.40,,,,,,,,
4.10,64784.00,13.00,10000000.00,5.00,,,,,,,,
4.60,32997.00,13.00,1000000.00,4.10,,,,,,,,
4.70,2707.00,8.90,100000.00,4.00,,,,,,,,
4.70,611136.00,19.00,10000000.00,4.00,,,,,,,,
4.10,2473.00,14.00,500000.00,4.40,,,,,,,,
3.40,109784.00,64.00,10000000.00,4.00,,,,,,,,
3.80,3320.00,8.40,500000.00,4.00,,,,,,,,
3.70,61.00,11.00,50000.00,4.10,,,,,,,,
4.20,68103.00,66.00,1000000.00,4.40,,,,,,,,
3.50,10741.00,41.00,1000000.00,4.20,,,,,,,,
4.70,3803.00,15.00,500000.00,4.00,,,,,,,,
4.50,155944.00,35.00,5000000.00,5.00,,,,,,,,
4.20,10159.00,36.00,1000000.00,5.00,,,,,,,,
4.30,28008.00,17.00,5000000.00,5.00,,,,,,,,
4.00,43614.00,25.00,1000000.00,4.00,,,,,,,,
4.50,455377.00,35.00,10000000.00,4.40,,,,,,,,
4.60,1398.00,10.00,100000.00,4.00,,,,,,,,
4.10,32405.00,12.00,5000000.00,4.10,,,,,,,,
3.80,22513.00,11.00,1000000.00,4.00,,,,,,,,
4.20,8509.00,17.00,1000000.00,4.00,,,,,,,,
4.30,19314.00,43.00,1000000.00,4.40,,,,,,,,
3.80,21314.00,41.00,1000000.00,4.40,,,,,,,,
3.70,731.00,43.00,100000.00,4.10,,,,,,,,
4.50,454.00,16.00,100000.00,4.00,,,,,,,,
3.60,14952.00,39.00,1000000.00,4.10,,,,,,,,
4.80,1250.00,13.00,50000.00,4.10,,,,,,,,
3.30,1726.00,30.00,500000.00,4.40,,,,,,,,
4.70,14065.00,7.10,500000.00,4.10,,,,,,,,
4.60,556.00,23.00,100000.00,4.00,,,,,,,,
4.60,4925.00,17.00,1000000.00,4.00,,,,,,,,
3.40,6507.00,18.00,1000000.00,4.40,,,,,,,,
4.00,1077.00,17.00,100000.00,4.00,,,,,,,,
4.50,9066.00,15.00,500000.00,5.10,,,,,,,,
4.40,1962.00,22.00,100000.00,4.10,,,,,,,,
4.00,196.00,9.00,10000.00,2.20,,,,,,,,
4.10,278.00,7.20,50000.00,4.00,,,,,,,,
4.10,1268.00,2.30,50000.00,4.00,,,,,,,,
4.50,91359.00,27.00,1000000.00,4.40,,,,,,,,
4.50,131569.00,8.20,10000000.00,4.20,,,,,,,,
4.30,31986.00,76.00,1000000.00,5.00,,,,,,,,
3.60,22875.00,22.00,1000000.00,5.00,,,,,,,,
4.60,90242.00,19.00,5000000.00,5.00,,,,,,,,
3.90,464.00,28.00,50000.00,4.40,,,,,,,,
4.50,155944.00,35.00,5000000.00,5.00,,,,,,,,
3.60,22875.00,22.00,1000000.00,5.00,,,,,,,,
4.60,7690.00,25.00,100000.00,5.00,,,,,,,,
4.40,321134.00,30.00,10000000.00,4.10,,,,,,,,
4.20,3755.00,8.50,100000.00,6.00,,,,,,,,
4.30,28009.00,17.00,5000000.00,5.00,,,,,,,,
4.20,333208.00,34.00,10000000.00,5.00,,,,,,,,
4.50,35218.00,34.00,1000000.00,5.00,,,,,,,,
4.30,37517.00,17.00,5000000.00,4.10,,,,,,,,
4.00,292969.00,16.00,10000000.00,4.20,,,,,,,,
4.00,1577.00,2.20,500000.00,4.40,,,,,,,,
4.90,38098.00,11.00,5000000.00,4.20,,,,,,,,
4.80,31139.00,6.90,1000000.00,4.10,,,,,,,,
4.90,272337.00,13.00,10000000.00,4.20,,,,,,,,
4.80,220125.00,11.00,10000000.00,4.00,,,,,,,,
4.40,400592.00,2.90,10000000.00,4.00,,,,,,,,
3.30,20098.00,25.00,10000000.00,4.40,,,,,,,,
4.70,117925.00,7.00,10000000.00,4.10,,,,,,,,
4.60,548021.00,27.00,10000000.00,4.10,,,,,,,,
4.80,48276.00,7.50,1000000.00,4.40,,,,,,,,
4.80,12705.00,15.00,1000000.00,4.00,,,,,,,,
4.50,706.00,9.40,100000.00,4.10,,,,,,,,
4.40,465.00,6.40,500000.00,4.00,,,,,,,,
4.50,644.00,5.50,100000.00,4.10,,,,,,,,
4.50,6238.00,3.90,500000.00,4.10,,,,,,,,
4.50,144040.00,55.00,5000000.00,5.00,,,,,,,,
4.80,51227.00,28.00,1000000.00,4.00,,,,,,,,
4.60,199.00,8.80,50000.00,4.10,,,,,,,,
4.50,9116.00,4.00,500000.00,4.10,,,,,,,,
4.70,2071.00,6.90,100000.00,4.10,,,,,,,,
4.70,50294.00,11.00,1000000.00,4.10,,,,,,,,
4.20,1140.00,5.50,500000.00,3.00,,,,,,,,
4.20,14709.00,15.00,5000000.00,5.00,,,,,,,,
4.40,12029.00,4.30,1000000.00,4.20,,,,,,,,
4.60,2880.00,7.10,100000.00,4.10,,,,,,,,
4.20,270267.00,58.00,5000000.00,4.10,,,,,,,,
4.50,8642.00,18.00,100000.00,4.40,,,,,,,,
3.70,1861.00,1.50,1000000.00,2.30,,,,,,,,
4.50,1203.00,6.50,500000.00,2.20,,,,,,,,
4.60,299.00,11.00,100000.00,4.40,,,,,,,,
4.60,115721.00,67.00,10000000.00,5.00,,,,,,,,
4.50,183662.00,57.00,5000000.00,5.00,,,,,,,,
4.50,27393.00,59.00,1000000.00,4.10,,,,,,,,
4.60,10445.00,48.00,500000.00,4.40,,,,,,,,
4.00,49479.00,57.00,1000000.00,5.00,,,,,,,,
4.30,4848.00,13.00,1000000.00,4.10,,,,,,,,
4.60,205299.00,31.00,5000000.00,4.10,,,,,,,,
4.50,183669.00,57.00,5000000.00,5.00,,,,,,,,
4.60,5420.00,21.00,500000.00,4.10,,,,,,,,
4.50,130104.00,25.00,10000000.00,5.00,,,,,,,,
4.60,251534.00,93.00,10000000.00,5.00,,,,,,,,
4.60,28951.00,60.00,1000000.00,4.40,,,,,,,,
4.50,60096.00,27.00,5000000.00,4.00,,,,,,,,
4.50,106547.00,54.00,1000000.00,5.00,,,,,,,,
4.50,27396.00,59.00,1000000.00,4.10,,,,,,,,
4.60,109756.00,78.00,5000000.00,4.00,,,,,,,,
4.40,38343.00,55.00,1000000.00,5.00,,,,,,,,
4.60,115721.00,67.00,10000000.00,5.00,,,,,,,,
4.40,70769.00,35.00,5000000.00,4.00,,,,,,,,
4.40,26540.00,43.00,1000000.00,4.00,,,,,,,,
4.20,1608.00,39.00,100000.00,2.20,,,,,,,,
4.50,19074.00,4.20,1000000.00,4.00,,,,,,,,
4.50,7976.00,44.00,500000.00,4.00,,,,,,,,
4.40,7586.00,45.00,500000.00,2.20,,,,,,,,
4.60,48226.00,28.00,1000000.00,4.00,,,,,,,,
4.60,1026.00,29.00,10000.00,4.30,,,,,,,,
4.90,28945.00,12.00,500000.00,4.20,,,,,,,,
4.40,11506.00,15.00,100000.00,4.10,,,,,,,,
4.30,1288.00,31.00,100000.00,2.20,,,,,,,,
4.70,11689.00,20.00,500000.00,4.40,,,,,,,,
4.60,77563.00,39.00,10000000.00,4.20,,,,,,,,
4.30,5499.00,94.00,100000.00,4.10,,,,,,,,
4.40,70769.00,35.00,5000000.00,4.00,,,,,,,,
4.30,26652.00,41.00,1000000.00,4.00,,,,,,,,
4.60,71269.00,49.00,1000000.00,4.00,,,,,,,,
4.60,20301.00,22.00,1000000.00,4.30,,,,,,,,
4.60,56145.00,23.00,1000000.00,5.00,,,,,,,,
4.60,20326.00,28.00,1000000.00,4.10,,,,,,,,
4.50,12955.00,7.20,1000000.00,4.40,,,,,,,,
4.10,2681.00,6.50,500000.00,4.00,,,,,,,,
4.60,4102.00,24.00,500000.00,4.20,,,,,,,,
4.80,570242.00,20.00,10000000.00,4.10,,,,,,,,
4.50,121838.00,15.00,5000000.00,4.00,,,,,,,,
4.40,12858.00,55.00,500000.00,5.00,,,,,,,,
4.50,50679.00,38.00,1000000.00,4.40,,,,,,,,
4.30,16943.00,32.00,1000000.00,4.40,,,,,,,,
4.60,623.00,40.00,50000.00,4.00,,,,,,,,
4.50,27396.00,59.00,1000000.00,4.10,,,,,,,,
4.40,70416.00,23.00,5000000.00,4.10,,,,,,,,
4.70,15674.00,6.10,1000000.00,4.10,,,,,,,,
4.20,270294.00,58.00,5000000.00,4.10,,,,,,,,
4.50,144050.00,55.00,5000000.00,5.00,,,,,,,,
4.50,183669.00,57.00,5000000.00,5.00,,,,,,,,
4.60,251534.00,93.00,10000000.00,5.00,,,,,,,,
4.60,28951.00,60.00,1000000.00,4.40,,,,,,,,
4.50,27439.00,19.00,1000000.00,5.00,,,,,,,,
4.00,2490.00,3.80,500000.00,2.20,,,,,,,,
4.60,24094.00,18.00,1000000.00,4.10,,,,,,,,
4.10,18539.00,57.00,1000000.00,4.00,,,,,,,,
4.00,3061.00,5.50,100000.00,5.00,,,,,,,,
